coefficient_name,value,constrain
coef_ASC_ibstops_last_s3_da_atwork,0.0,T
coef_ASC_ibstops_last_s3_s2_atwork,0.0,T
coef_ASC_schbus_da_atwork,0.0,T
coef_ASC_schbus_s2_atwork,0.0,T
coef_ASC_schbus_s3_atwork,0.0,T
coef_ASC_schbus_walk_atwork,0.0,T
coef_ASC_joint_sr2_atwork,0.0,T
coef_ASC_joint_sr3_atwork,0.0,T
coef_ASC_joint_walk_atwork,0.0,T
coef_ASC_joint_bike_atwork,0.0,T
coef_ASC_joint_walktrn_atwork,0.0,T
coef_ASC_joint_pnrtrn_atwork,0.0,T
coef_ASC_joint_knrtrn_atwork,0.0,T
coef_ASC_joint_rh_atwork,0.0,T
